case_id,node_id,target_id,target_min_C,target_max_C,all_time_min_C,all_time_max_C,last_orbit_min_C,last_orbit_max_C,lower_margin_C,upper_margin_C,target_met,orbits_simulated,periodic_converged
hot_continuous_sun_475,panel_minus_y,panel_structure_C,-40.0,85.0,30.0,51.9951123441582,51.745165919130955,51.9951123441582,91.74516591913095,33.0048876558418,YES,60,YES
hot_continuous_sun_475,panel_plus_z_ants,panel_structure_C,-40.0,85.0,30.0,51.9951123441582,51.745165919130955,51.9951123441582,91.74516591913095,33.0048876558418,YES,60,YES
hot_continuous_sun_475,panel_minus_z,panel_structure_C,-40.0,85.0,30.0,51.9951123441582,51.745165919130955,51.9951123441582,91.74516591913095,33.0048876558418,YES,60,YES
hot_continuous_sun_475,structure,panel_structure_C,-40.0,85.0,30.0,55.37936283349791,54.78133235780774,55.37936283349791,94.78133235780774,29.620637166502092,YES,60,YES
hot_continuous_sun_475,battery_eps,battery_normal_C,5.0,35.0,30.0,56.01403803157939,55.42054612568245,56.01403803157939,50.42054612568245,-21.01403803157939,NO,60,YES
hot_continuous_sun_475,avionics,electronics_C,-10.0,50.0,30.0,56.248019621502465,55.653159998911974,56.248019621502465,65.65315999891197,-6.248019621502465,NO,60,YES
hot_continuous_sun_475,radio_antenna,electronics_C,-10.0,50.0,30.0,58.93299691873858,55.8990339773149,58.93299691873858,65.8990339773149,-8.932996918738581,NO,60,YES
hot_continuous_sun_475,camera,electronics_C,-10.0,50.0,30.0,58.476913456889804,54.82063399261915,58.476913456889804,64.82063399261915,-8.476913456889804,NO,60,YES
fixed_camera_sun_recovery_475,panel_plus_x_camera,panel_structure_C,-40.0,85.0,-35.16329058215632,69.86879151852531,-35.16329058215632,65.28306702703622,4.836709417843679,19.716932972963775,YES,9,YES
fixed_camera_sun_recovery_475,panel_minus_x,panel_structure_C,-40.0,85.0,-35.953332792816155,20.0,-35.953332792816155,-24.92125424157834,4.0466672071838445,109.92125424157834,YES,9,YES
fixed_camera_sun_recovery_475,panel_plus_y,panel_structure_C,-40.0,85.0,-35.953332792816155,20.0,-35.953332792816155,-24.92125424157834,4.0466672071838445,109.92125424157834,YES,9,YES
fixed_camera_sun_recovery_475,panel_minus_y,panel_structure_C,-40.0,85.0,-35.953332792816155,20.0,-35.953332792816155,-24.92125424157834,4.0466672071838445,109.92125424157834,YES,9,YES
fixed_camera_sun_recovery_475,panel_plus_z_ants,panel_structure_C,-40.0,85.0,-35.953332792816155,20.0,-35.953332792816155,-24.92125424157834,4.0466672071838445,109.92125424157834,YES,9,YES
fixed_camera_sun_recovery_475,panel_minus_z,panel_structure_C,-40.0,85.0,-35.953332792816155,20.0,-35.953332792816155,-24.92125424157834,4.0466672071838445,109.92125424157834,YES,9,YES
fixed_camera_sun_recovery_475,structure,panel_structure_C,-40.0,85.0,-20.59900987073317,20.0,-20.59900987073317,-8.874314608056068,19.40099012926683,93.87431460805607,YES,9,YES
fixed_camera_sun_recovery_475,battery_eps,battery_normal_C,5.0,35.0,-16.95553747574894,20.047175527627815,-16.95553747574894,-6.607895447569263,-21.95553747574894,41.60789544756926,NO,9,YES
fixed_camera_sun_recovery_475,avionics,electronics_C,-10.0,50.0,-18.696552275036623,20.038406320674426,-18.696552275036623,-8.633312217877801,-8.696552275036623,58.6333122178778,NO,9,YES
fixed_camera_sun_recovery_475,radio_antenna,electronics_C,-10.0,50.0,-18.684288182922018,20.084528001678507,-18.684288182922018,-9.076923432651597,-8.684288182922018,59.0769234326516,NO,9,YES
fixed_camera_sun_recovery_475,camera,electronics_C,-10.0,50.0,-19.1773134920401,20.0,-19.1773134920401,-9.899794214305928,-9.1773134920401,59.89979421430593,NO,9,YES
nominal_low_conductance_475,panel_plus_x_camera,panel_structure_C,-40.0,85.0,-45.68813567179865,20.0,-45.68813567179865,14.671009050092835,-5.688135671798648,70.32899094990717,NO,14,YES
nominal_low_conductance_475,panel_minus_x,panel_structure_C,-40.0,85.0,-45.89819517707792,20.0,-45.89819517707792,13.015826795799398,-5.898195177077923,71.9841732042006,NO,14,YES
nominal_low_conductance_475,panel_plus_y,panel_structure_C,-40.0,85.0,-45.89819517707792,20.0,-45.89819517707792,13.015826795799398,-5.898195177077923,71.9841732042006,NO,14,YES
nominal_low_conductance_475,panel_minus_y,panel_structure_C,-40.0,85.0,-45.89819517707792,20.0,-45.89819517707792,13.015826795799398,-5.898195177077923,71.9841732042006,NO,14,YES
nominal_low_conductance_475,panel_plus_z_ants,panel_structure_C,-40.0,85.0,-45.89819517707792,20.0,-45.89819517707792,13.015826795799398,-5.898195177077923,71.9841732042006,NO,14,YES
nominal_low_conductance_475,panel_minus_z,panel_structure_C,-40.0,85.0,-45.89819517707792,20.0,-45.89819517707792,13.015826795799398,-5.898195177077923,71.9841732042006,NO,14,YES
nominal_low_conductance_475,structure,panel_structure_C,-40.0,85.0,-0.10178458969454596,20.0,-0.10178458969454596,10.966297387095665,39.898215410305454,74.03370261290434,YES,14,YES
nominal_low_conductance_475,battery_eps,battery_normal_C,5.0,35.0,8.322929957505323,20.525773993899065,8.322929957505323,11.957487798859688,3.3229299575053233,23.042512201140312,YES,14,YES
nominal_low_conductance_475,avionics,electronics_C,-10.0,50.0,9.998519455735618,20.894726451237716,9.998519455735618,13.403244371276344,19.998519455735618,36.596755628723656,YES,14,YES
nominal_low_conductance_475,radio_antenna,electronics_C,-10.0,50.0,12.808502277324067,22.806962844507325,12.808502277324067,16.12113807938249,22.808502277324067,33.87886192061751,YES,14,YES
nominal_low_conductance_475,camera,electronics_C,-10.0,50.0,5.390963167390055,20.0,5.390963167390055,8.91023764771478,15.390963167390055,41.08976235228522,YES,14,YES
nominal_high_conductance_475,panel_plus_x_camera,panel_structure_C,-40.0,85.0,-18.73809942128804,20.0,-18.73809942128804,10.521608932176662,21.26190057871196,74.47839106782334,YES,13,YES
nominal_high_conductance_475,panel_minus_x,panel_structure_C,-40.0,85.0,-18.7381051184027,20.0,-18.7381051184027,10.110160280839409,21.2618948815973,74.88983971916059,YES,13,YES
nominal_high_conductance_475,panel_plus_y,panel_structure_C,-40.0,85.0,-18.7381051184027,20.0,-18.7381051184027,10.110160280839409,21.2618948815973,74.88983971916059,YES,13,YES
nominal_high_conductance_475,panel_minus_y,panel_structure_C,-40.0,85.0,-18.7381051184027,20.0,-18.7381051184027,10.110160280839409,21.2618948815973,74.88983971916059,YES,13,YES
nominal_high_conductance_475,panel_plus_z_ants,panel_structure_C,-40.0,85.0,-18.7381051184027,20.0,-18.7381051184027,10.110160280839409,21.2618948815973,74.88983971916059,YES,13,YES
nominal_high_conductance_475,panel_minus_z,panel_structure_C,-40.0,85.0,-18.7381051184027,20.0,-18.7381051184027,10.110160280839409,21.2618948815973,74.88983971916059,YES,13,YES
nominal_high_conductance_475,structure,panel_structure_C,-40.0,85.0,-11.483069211720135,20.0,-11.483069211720135,9.451254569630464,28.516930788279865,75.54874543036954,YES,13,YES
nominal_high_conductance_475,battery_eps,battery_normal_C,5.0,35.0,-10.101506688469556,20.027231693939825,-10.101506688469556,9.445630072099163,-15.101506688469556,25.554369927900837,NO,13,YES
nominal_high_conductance_475,avionics,electronics_C,-10.0,50.0,-10.585657285153218,20.044729803193206,-10.585657285153218,9.484415893649157,-0.5856572851532178,40.51558410635084,NO,13,YES
nominal_high_conductance_475,radio_antenna,electronics_C,-10.0,50.0,-10.511048451027534,20.059406865109565,-10.511048451027534,9.502595328229233,-0.5110484510275342,40.49740467177077,NO,13,YES
nominal_high_conductance_475,camera,electronics_C,-10.0,50.0,-10.807410480208091,20.0,-10.807410480208091,9.088238392984408,-0.807410480208091,40.91176160701559,NO,13,YES
